date,n,B,sectors,log_E,rank,log_M
201702,151,9,8,6.908753,1,583.210928
201703,153,9,8,6.908755,1,590.119683
201704,154,9,8,6.908755,1,597.028438
201705,159,9,8,6.908755,1,603.937193
201706,161,9,8,6.908755,1,610.845948
201707,161,9,8,6.908755,1,617.754702
201708,162,9,8,6.908755,1,624.663457
201709,162,9,8,6.908755,1,631.572212
201710,163,9,8,6.908755,1,638.480967
201711,178,9,8,6.908755,1,645.389721
201712,176,9,8,6.908755,1,652.298476
201801,166,9,8,6.908743,1,659.207220
201802,168,9,8,6.908755,1,666.115974
201803,163,9,8,6.908755,1,673.024729
201804,156,9,8,6.908755,1,679.933484
201805,159,9,8,6.908755,1,686.842239
201806,155,9,8,6.908755,1,693.750993
201807,142,9,8,6.908755,1,700.659748
201808,140,9,8,6.908755,1,707.568503
201809,140,9,8,6.908755,1,714.477258
201810,125,9,8,6.908755,1,721.386012
201811,123,9,8,6.908755,1,728.294767
201812,122,9,8,6.908755,1,735.203522
201901,123,9,8,6.908755,1,742.112277
201902,119,9,8,6.908755,1,749.021032
201903,112,9,8,6.908755,1,755.929786
201904,108,9,8,6.908755,1,762.838541
201905,108,9,8,6.908755,1,769.747296
201906,110,9,8,6.908755,1,776.656051
201907,107,9,8,6.908755,1,783.564805
201908,102,9,8,6.908755,1,790.473560
201909,98,9,8,6.908755,1,797.382315
201910,93,9,8,6.908742,1,804.291057
201911,90,9,8,6.904895,1,811.195951
201912,87,9,8,6.906600,1,818.102552
202001,85,7,8,6.908750,1,825.011302
202002,81,7,8,6.908740,1,831.920041
202003,68,7,8,-28.652090,19,803.267951
202004,78,7,7,-4.242776,7,799.025175
202005,79,7,7,6.908755,1,805.933930
202006,78,7,7,6.903555,1,812.837484
202007,76,7,7,6.845262,1,819.682747
202008,73,7,7,6.908637,1,826.591384
202009,59,7,7,3.163428,5,829.754812
