target,y_cov,rtg,n_dates,rho_lvl,abs_rho_lvl,rho_res,abs_rho_res,share_res_gt_03,acf1_res,stress_lift_res,stress_lift_lvl
spread,D2D,AAA,101,0.12981032879177112,0.2309401076758503,-0.1740776559556978,0.37046336899810156,0.594059405940594,0.819947358107324,-0.009087197632062005,0.16879373632513012
spread,D2D,AA,207,-0.1296788744115535,0.14155562535456026,0.07317973232866062,0.19947222025950395,0.28502415458937197,0.9418038925139428,0.49624770096543747,0.5853254625276368
spread,D2D,A,207,-0.08276620033782002,0.09476747375791905,0.09213928234597749,0.16809300471387073,0.34299516908212563,0.973506208119855,0.3869939846915999,0.454745116056696
spread,D2D,BBB,207,-0.2649403937028614,0.2649403937028614,0.05995806922774136,0.2259763455598233,0.40096618357487923,0.9763094360201874,0.011484079261441155,0.07549463392914638
spread,D2D,BB,207,-0.22742189211059025,0.22742189211059025,0.051774589105250866,0.21511325505909235,0.34782608695652173,0.9447579256487156,0.012750401825812413,0.17293562721167466
spread,D2D,B,207,-0.3441818562902512,0.3441818562902512,0.04131292411934536,0.19318593904905243,0.30434782608695654,0.9015506050197737,-0.10832394498219125,-0.16435352534629555
spread,VaR,AAA,202,-0.7272727272727273,0.7272727272727273,-0.34545454545454546,0.4799448991167653,0.6885245901639344,0.8512524714653403,-0.1367260646330415,-0.2686654191508473
spread,VaR,AA,206,-0.7266096412000478,0.7266096412000478,-0.2643117103094671,0.3806402946766198,0.6042780748663101,0.9256435382897658,-0.24969813100056132,-0.3328922360280954
spread,VaR,A,206,-0.7387951613450373,0.7387951613450373,-0.2799068211683192,0.4072942652452914,0.6524064171122995,0.9508886985124602,-0.3393654202376914,-0.31938059384081324
spread,VaR,BBB,206,-0.6702201333754652,0.6702201333754652,-0.24794240536377532,0.43011205066605035,0.5882352941176471,0.9674451083261076,-0.3135288274052156,-0.35170412409118035
spread,VaR,BB,206,-0.24803970461558156,0.24803970461558156,-0.031706886137739185,0.21931245817336484,0.3155080213903743,0.9303275212020443,-0.06435054138617122,-0.08575491807604288
spread,VaR,B,206,-0.17486001898708559,0.18797184936565467,0.0016568483063328424,0.14247732991501685,0.29411764705882354,0.8860548327480331,0.024678257706663626,-0.07198096206800186
spread,age,AAA,207,-0.0869653229176518,0.15120875646520776,0.03005410701702592,0.19062092313368,0.30917874396135264,0.8383964303495265,-0.037767718398478145,0.07709975222233156
